date,all_complaints,noise_complaints,homeless_complaints
2015-07-30,6968,616,39
2015-07-31,6619,956,30
2015-08-01,5123,1793,29
2015-08-02,4881,1641,43
2015-08-03,6962,705,62
2015-08-04,7212,764,45
2015-08-05,7228,774,41
2015-08-06,6688,860,46
2015-08-07,6408,1088,43
2015-08-08,5113,2189,33
2015-08-09,4753,2016,42
2015-08-10,7030,824,43
2015-08-11,6262,587,49
2015-08-12,6558,772,46
2015-08-13,6472,901,58
2015-08-14,6064,1195,61
2015-08-15,4935,2096,55
2015-08-16,4600,1753,38
2015-08-17,6574,661,51
2015-08-18,7164,719,41
2015-08-19,7023,666,47
2015-08-20,6322,792,55
2015-08-21,6178,1011,52
2015-08-22,4990,2259,24
2015-08-23,4761,2045,38
2015-08-24,6560,755,55
2015-08-25,6728,804,64
2015-08-26,6340,836,73
2015-08-27,6354,961,40
2015-08-28,6015,1299,50
2015-08-29,5406,2454,28
2015-08-30,4496,2038,38
2015-08-31,6810,706,51
2015-09-01,7782,680,59
2015-09-02,6611,750,48
2015-09-03,6176,663,63
2015-09-04,6201,1051,52
2015-09-05,4937,2106,30
2015-09-06,5147,2599,48
2015-09-07,4915,2084,55
2015-09-08,7092,598,74
2015-09-09,6845,558,57
2015-09-10,6669,483,48
2015-09-11,6664,1024,60
2015-09-12,4889,1690,52
2015-09-13,4626,1566,38
2015-09-14,6657,875,52
2015-09-15,6515,921,59
2015-09-16,6749,904,56
2015-09-17,6753,859,56
2015-09-18,6474,1138,60
2015-09-19,5520,2252,36
2015-09-20,4773,1975,35
2015-09-21,7102,873,48
2015-09-22,6587,939,51
2015-09-23,6528,1123,44
2015-09-24,6309,1133,55
2015-09-25,5994,1333,42
2015-09-26,5334,2539,19
2015-09-27,4909,2194,28
2015-09-28,6598,893,60
2015-09-29,6210,728,65
2015-09-30,6932,664,53
2015-10-01,6206,754,45
2015-10-02,6864,720,31
2015-10-03,7291,1322,22
2015-10-04,5562,1502,26
2015-10-05,7113,793,25
2015-10-06,6462,884,38
2015-10-07,6918,883,35
2015-10-08,6576,929,51
2015-10-09,6017,970,29
2015-10-10,4670,1719,24
2015-10-11,4606,1850,27
2015-10-12,4919,1031,27
2015-10-13,7265,860,45
2015-10-14,6349,887,34
2015-10-15,6524,749,28
2015-10-16,6757,1127,40
2015-10-17,6346,1595,23
2015-10-18,7315,1304,31
2015-10-19,9752,712,34
2015-10-20,7427,793,38
2015-10-21,6785,956,49
2015-10-22,6304,1005,46
2015-10-23,6391,1029,36
2015-10-24,5965,1733,32
2015-10-25,4653,1620,35
2015-10-26,7455,762,32
2015-10-27,7334,748,44
2015-10-28,6707,611,49
2015-10-29,6515,784,45
2015-10-30,6412,1010,24
2015-10-31,5473,1750,34
2015-11-01,4604,1655,19
2015-11-02,6610,769,41
2015-11-03,5937,910,39
2015-11-04,6395,819,47
2015-11-05,6408,869,44
2015-11-06,6403,1290,47
2015-11-07,5038,1844,38
2015-11-08,4723,1427,28
2015-11-09,7544,764,45
2015-11-10,6200,660,49
2015-11-11,4646,769,28
2015-11-12,5542,761,35
2015-11-13,9933,894,43
2015-11-14,6261,1476,33
2015-11-15,5207,1415,39
2015-11-16,6970,826,34
2015-11-17,7560,800,32
2015-11-18,7262,815,53
2015-11-19,6374,733,30
2015-11-20,6870,906,31
2015-11-21,5563,1556,33
2015-11-22,5313,1360,31
2015-11-23,8541,599,38
2015-11-24,7808,689,30
2015-11-25,6182,789,35
2015-11-26,3647,1207,18
2015-11-27,4541,1123,21
2015-11-28,4169,1170,27
2015-11-29,4763,1132,29
2015-11-30,7860,644,35
2015-12-01,6830,594,23
2015-12-02,6590,732,34
2015-12-03,7008,745,36
2015-12-04,6792,914,30
2015-12-05,5166,1551,30
2015-12-06,4755,1429,33
2015-12-07,7195,785,42
2015-12-08,6646,742,35
2015-12-09,6492,787,37
2015-12-10,6071,768,45
2015-12-11,5892,1029,46
2015-12-12,5040,2022,30
2015-12-13,4267,1693,35
2015-12-14,6422,705,39
2015-12-15,6419,700,46
2015-12-16,6320,788,33
2015-12-17,5830,745,40
2015-12-18,5968,866,59
2015-12-19,5912,1317,46
2015-12-20,4879,1191,38
2015-12-21,6557,632,79
2015-12-22,5414,701,78
2015-12-23,5323,709,106
2015-12-24,4569,1105,61
2015-12-25,3243,1759,26
2015-12-26,3374,1068,31
2015-12-27,3882,1111,36
2015-12-28,6657,740,54
2015-12-29,6696,699,58
2015-12-30,6331,833,96
2015-12-31,4739,911,66
2016-01-01,4315,1575,26
2016-01-02,4569,1036,26
2016-01-03,4806,1076,39
2016-01-04,8986,619,102
2016-01-05,12035,575,90
2016-01-06,8429,629,104
2016-01-07,7151,643,114
2016-01-08,6521,709,79
2016-01-09,5036,1342,27
2016-01-10,4893,1114,18
2016-01-11,7912,627,51
2016-01-12,7548,567,101
2016-01-13,8583,545,85
2016-01-14,7741,635,111
2016-01-15,6075,779,85
2016-01-16,4410,1222,27
2016-01-17,4445,1261,29
2016-01-18,6308,772,32
2016-01-19,10376,591,45
2016-01-20,7781,627,65
2016-01-21,7451,612,66
2016-01-22,9085,796,60
2016-01-23,5202,740,12
2016-01-24,4517,646,11
2016-01-25,8127,560,21
2016-01-26,8444,625,14
2016-01-27,8093,724,23
2016-01-28,6609,588,17
2016-01-29,6353,841,25
2016-01-30,5035,1310,22
2016-01-31,4634,1270,25
2016-02-01,6285,664,46
2016-02-02,6551,698,49
2016-02-03,6400,663,33
2016-02-04,6727,718,48
2016-02-05,6145,754,26
2016-02-06,4882,1255,29
2016-02-07,4696,1320,30
2016-02-08,6401,709,23
2016-02-09,6831,587,46
2016-02-10,6896,631,25
2016-02-11,7276,501,49
2016-02-12,8810,866,64
2016-02-13,7597,1052,45
2016-02-14,9920,1081,35
2016-02-15,8731,781,29
2016-02-16,9208,680,29
2016-02-17,7543,806,36
2016-02-18,7206,786,36
2016-02-19,6966,850,35
2016-02-20,5226,1430,42
2016-02-21,4557,1357,37
2016-02-22,7178,738,78
2016-02-23,6925,591,41
2016-02-24,7489,601,23
2016-02-25,7739,688,34
2016-02-26,7305,768,27
2016-02-27,5402,1337,18
2016-02-28,4692,1330,100
2016-02-29,6845,655,77
2016-03-01,6768,623,84
2016-03-02,6871,670,98
2016-03-03,7105,668,74
2016-03-04,6194,715,78
2016-03-05,5342,1414,120
2016-03-06,4607,1317,112
2016-03-07,6769,759,87
2016-03-08,7092,795,130
2016-03-09,6854,1018,158
2016-03-10,6919,1209,203
2016-03-11,7025,1157,160
2016-03-12,5217,1696,133
2016-03-13,4740,1466,159
2016-03-14,7104,669,65
2016-03-15,7135,738,125
2016-03-16,6797,885,188
2016-03-17,7198,878,142
2016-03-18,6624,927,143
2016-03-19,5482,1559,158
2016-03-20,5060,1348,118
2016-03-21,6500,655,118
2016-03-22,6911,787,132
2016-03-23,6938,1035,150
2016-03-24,6526,951,127
2016-03-25,5632,1143,146
2016-03-26,5141,1569,133
2016-03-27,4616,1418,127
2016-03-28,6004,639,71
2016-03-29,7730,685,120
2016-03-30,7322,806,137
2016-03-31,6748,865,129
2016-04-01,6454,1304,132
2016-04-02,5289,1869,93
2016-04-03,6305,1350,115
2016-04-04,6987,641,87
2016-04-05,7567,727,114
2016-04-06,6908,794,149
2016-04-07,6329,799,134
2016-04-08,6640,963,120
2016-04-09,4963,1520,91
2016-04-10,4750,1315,123
2016-04-11,6719,752,140
2016-04-12,6577,774,129
2016-04-13,6553,899,138
2016-04-14,6596,993,171
2016-04-15,6580,1121,166
2016-04-16,5168,1852,177
2016-04-17,5050,2141,185
2016-04-18,6811,1100,159
2016-04-19,6876,1128,149
2016-04-20,6525,916,163
2016-04-21,6130,973,181
2016-04-22,6804,1613,194
2016-04-23,5040,2099,150
2016-04-24,4804,1960,161
2016-04-25,6636,1124,157
2016-04-26,6299,1026,134
2016-04-27,6320,993,150
2016-04-28,6395,1034,163
2016-04-29,6475,1133,136
2016-04-30,5559,2206,169
2016-05-01,4713,1604,89
2016-05-02,6941,814,53
2016-05-03,7329,1288,116
2016-05-04,6792,932,125
2016-05-05,6913,999,138
2016-05-06,6738,997,110
2016-05-07,6989,2202,121
2016-05-08,4826,1997,138
2016-05-09,7610,996,177
2016-05-10,6801,991,179
2016-05-11,7136,1301,172
2016-05-12,6989,1243,196
2016-05-13,6358,1160,191
2016-05-14,5694,2369,173
2016-05-15,4965,1815,167
2016-05-16,7152,839,131
2016-05-17,6722,919,186
2016-05-18,6722,899,190
2016-05-19,6757,1251,203
2016-05-20,7237,1751,164
2016-05-21,5626,2357,195
2016-05-22,5422,2321,139
2016-05-23,7321,1153,208
2016-05-24,6975,1055,177
2016-05-25,7468,1493,242
2016-05-26,7375,1323,220
2016-05-27,6674,1427,204
2016-05-28,5539,2247,214
2016-05-29,5443,2751,237
2016-05-30,4889,1589,48
2016-05-31,8280,955,167
2016-06-01,7580,1039,148
2016-06-02,7231,949,146
2016-06-03,6684,1237,155
2016-06-04,5848,2324,186
2016-06-05,5001,1670,163
2016-06-06,7946,967,214
2016-06-07,7480,896,246
2016-06-08,6833,798,218
2016-06-09,7062,1111,165
2016-06-10,7120,1587,180
2016-06-11,6089,2562,228
2016-06-12,5414,2115,210
2016-06-13,7319,921,209
2016-06-14,7792,1390,232
2016-06-15,7737,1120,246
2016-06-16,6996,970,175
2016-06-17,7015,1397,219
2016-06-18,6281,2984,218
2016-06-19,6343,3243,217
2016-06-20,7823,1089,170
2016-06-21,7630,962,218
2016-06-22,7323,1035,207
2016-06-23,7309,1009,210
2016-06-24,7021,1408,209
2016-06-25,5999,2819,166
2016-06-26,5697,2526,186
2016-06-27,7393,904,202
2016-06-28,7557,861,211
2016-06-29,8070,1011,274
2016-06-30,6937,1194,234
2016-07-01,6362,890,221
2016-07-02,5316,2140,208
2016-07-03,5737,3282,210
2016-07-04,5080,2799,45
2016-07-05,7627,1213,212
2016-07-06,7340,884,220
2016-07-07,7081,730,165
2016-07-08,6343,708,165
2016-07-09,5383,2092,179
2016-07-10,5351,2204,175
2016-07-11,7581,1010,209
2016-07-12,7336,983,210
2016-07-13,7130,841,214
2016-07-14,7251,759,188
2016-07-15,7299,1078,220
2016-07-16,5460,1926,203
2016-07-17,5533,2065,204
2016-07-18,7905,751,194
2016-07-19,7750,817,202
2016-07-20,6968,899,186
2016-07-21,7101,906,176
2016-07-22,6917,1018,204
2016-07-23,5371,1681,168
2016-07-24,5189,1896,163
2016-07-25,8041,524,155
2016-07-26,8025,715,235
2016-07-27,7015,674,205
2016-07-28,7069,675,214
2016-07-29,6858,856,143
2016-07-30,5291,1512,230
2016-07-31,4796,1387,189
2016-08-01,7478,801,203
2016-08-02,7367,906,244
2016-08-03,7142,1050,239
2016-08-04,6772,955,218
2016-08-05,6637,1230,214
2016-08-06,5518,2071,266
2016-08-07,5498,2144,259
2016-08-08,7229,842,226
2016-08-09,7141,800,252
2016-08-10,6599,633,236
2016-08-11,6913,704,208
2016-08-12,6843,868,218
2016-08-13,5739,1550,218
2016-08-14,5596,1557,175
2016-08-15,7728,647,114
2016-08-16,7120,565,202
2016-08-17,7085,632,235
2016-08-18,6840,737,259
2016-08-19,6549,983,215
2016-08-20,5405,1961,199
2016-08-21,4621,1586,234
2016-08-22,7151,799,220
2016-08-23,6979,946,247
2016-08-24,6555,870,250
2016-08-25,6551,860,255
2016-08-26,5776,976,196
2016-08-27,5268,2107,221
2016-08-28,5113,2159,206
2016-08-29,7231,1008,225
2016-08-30,6884,890,215
2016-08-31,6891,709,232
2016-09-01,6333,742,197
2016-09-02,6210,1215,189
2016-09-03,5691,2664,223
2016-09-04,5291,2909,154
2016-09-05,4763,2070,65
2016-09-06,7144,803,217
2016-09-07,6921,859,221
2016-09-08,7311,949,221
2016-09-09,6924,1082,258
2016-09-10,5666,1872,206
2016-09-11,5453,2131,232
2016-09-12,7049,974,210
2016-09-13,6997,936,231
2016-09-14,6804,815,223
2016-09-15,7088,1035,186
2016-09-16,6591,1296,182
2016-09-17,5799,2666,191
2016-09-18,5214,2193,201
2016-09-19,5821,694,118
2016-09-20,7325,1295,194
2016-09-21,7607,1395,232
2016-09-22,6995,897,230
2016-09-23,6323,1222,186
2016-09-24,5422,2255,184
2016-09-25,5211,2294,168
2016-09-26,6515,839,184
2016-09-27,6653,832,173
2016-09-28,6449,789,187
2016-09-29,6150,780,171
2016-09-30,5668,866,144
2016-10-01,5199,1933,143
2016-10-02,4756,1915,175
2016-10-03,6280,1011,128
2016-10-04,6048,1003,150
2016-10-05,6543,986,181
2016-10-06,6519,1059,160
2016-10-07,6132,1312,136
2016-10-08,5042,1993,150
2016-10-09,4323,1464,107
2016-10-10,5645,916,67
2016-10-11,7841,894,145
2016-10-12,6380,1052,192
2016-10-13,6658,942,184
2016-10-14,6972,1118,160
2016-10-15,5228,2015,157
2016-10-16,4563,1875,148
2016-10-17,7608,926,137
2016-10-18,7036,902,160
2016-10-19,6278,855,168
2016-10-20,5962,824,120
2016-10-21,6430,1060,69
2016-10-22,5898,1467,98
2016-10-23,5968,1550,96
2016-10-24,7852,804,131
2016-10-25,9009,776,112
2016-10-26,9005,667,123
2016-10-27,8052,676,119
2016-10-28,7185,949,81
2016-10-29,5980,2047,111
2016-10-30,5419,2041,116
2016-10-31,7555,839,87
2016-11-01,7351,958,116
2016-11-02,7057,926,147
2016-11-03,6705,876,125
2016-11-04,6573,968,119
2016-11-05,5606,1727,159
2016-11-06,3412,1059,103
2016-11-07,8698,1000,75
2016-11-08,5399,804,44
2016-11-09,5530,601,58
2016-11-10,6464,707,134
2016-11-11,5835,925,65
2016-11-12,5935,1565,108
2016-11-13,4517,1315,82
2016-11-14,7031,752,87
2016-11-15,7226,747,70
2016-11-16,7022,813,139
2016-11-17,6765,914,142
2016-11-18,6650,1172,125
2016-11-19,5409,1778,136
2016-11-20,6249,1101,81
2016-11-21,9484,608,111
2016-11-22,8207,664,81
2016-11-23,6324,780,99
2016-11-24,4049,1214,28
2016-11-25,5126,1284,93
2016-11-26,4616,1276,129
2016-11-27,4476,1267,95
2016-11-28,7090,681,92
2016-11-29,7141,697,82
2016-11-30,7079,690,74
2016-12-01,7312,726,120
2016-12-02,7199,983,127
2016-12-03,5724,1549,86
2016-12-04,5527,1456,112
2016-12-05,7243,742,88
2016-12-06,7497,768,100
2016-12-07,7418,713,121
2016-12-08,6935,613,149
2016-12-09,8048,941,146
2016-12-10,6403,1497,98
2016-12-11,5985,1409,91
2016-12-12,7205,672,85
2016-12-13,7358,720,112
2016-12-14,7212,715,132
2016-12-15,9296,707,118
2016-12-16,9659,871,71
2016-12-17,6067,1277,34
2016-12-18,5358,1422,99
2016-12-19,7842,677,51
2016-12-20,8119,719,88
2016-12-21,7171,659,105
2016-12-22,6364,702,111
2016-12-23,5562,805,111
2016-12-24,3974,1078,66
2016-12-25,3584,1401,12
2016-12-26,4172,746,35
2016-12-27,6249,725,93
2016-12-28,6904,835,115
2016-12-29,6326,841,82
2016-12-30,6075,1010,97
2016-12-31,4227,1068,98
2017-01-01,4289,1727,22
2017-01-02,4261,737,22
2017-01-03,7076,608,65
2017-01-04,7254,734,131
2017-01-05,7632,669,59
2017-01-06,6484,796,40
2017-01-07,5777,1203,37
2017-01-08,6626,1110,27
2017-01-09,9859,572,40
2017-01-10,8859,645,48
2017-01-11,6760,656,111
2017-01-12,6911,797,105
2017-01-13,6754,988,95
2017-01-14,5518,1454,74
2017-01-15,4823,1339,66
2017-01-16,5855,958,25
2017-01-17,6935,666,84
2017-01-18,6843,765,71
2017-01-19,7420,793,85
2017-01-20,6433,939,79
2017-01-21,5321,1570,86
2017-01-22,5141,1543,82
2017-01-23,7977,661,33
2017-01-24,8137,600,48
2017-01-25,7815,778,93
2017-01-26,6966,785,63
2017-01-27,7087,954,65
2017-01-28,5901,1560,86
2017-01-29,5136,1472,85
2017-01-30,7321,720,72
2017-01-31,7143,702,39
2017-02-01,7613,752,75
2017-02-02,7023,668,70
2017-02-03,6698,857,35
2017-02-04,5457,1321,14
2017-02-05,4900,1267,54
2017-02-06,7113,707,70
2017-02-07,6678,635,51
2017-02-08,6617,723,76
2017-02-09,5870,653,31
2017-02-10,7998,717,36
2017-02-11,5511,1333,56
2017-02-12,5028,1308,9
2017-02-13,7917,617,33
2017-02-14,6782,701,51
2017-02-15,7271,681,79
2017-02-16,7323,623,34
2017-02-17,6740,757,68
2017-02-18,5257,1604,87
2017-02-19,4972,1686,100
2017-02-20,5198,964,22
2017-02-21,7193,787,53
2017-02-22,6753,880,88
2017-02-23,6752,1016,109
2017-02-24,6623,1203,106
2017-02-25,5123,1588,88
2017-02-26,5085,1171,50
2017-02-27,7064,820,71
2017-02-28,6627,748,112
2017-03-01,6090,716,101
2017-03-02,7384,706,28
2017-03-03,7171,787,45
2017-03-04,6177,1212,28
2017-03-05,5991,1202,13
2017-03-06,7094,720,80
2017-03-07,6452,664,91
2017-03-08,6684,787,89
2017-03-09,6038,575,79
2017-03-10,6263,846,38
2017-03-11,5654,1169,14
2017-03-12,5705,1342,16
2017-03-13,7488,681,59
2017-03-14,5426,694,1
2017-03-15,10600,584,28
2017-03-16,9461,686,14
2017-03-17,7285,887,40
2017-03-18,5217,1250,48
2017-03-19,5210,1371,54
2017-03-20,7336,764,76
2017-03-21,7104,889,97
2017-03-22,7184,722,29
2017-03-23,5777,402,30
2017-03-24,6443,978,77
2017-03-25,5359,1590,105
2017-03-26,4943,1421,73
2017-03-27,7243,812,80
2017-03-28,6995,787,98
2017-03-29,6778,828,84
2017-03-30,6892,822,88
2017-03-31,6744,710,41
2017-04-01,5420,1376,54
2017-04-02,5438,1707,82
2017-04-03,7872,837,93
2017-04-04,7438,774,77
2017-04-05,7320,988,113
2017-04-06,7014,769,71
2017-04-07,6855,841,83
2017-04-08,5334,1585,95
2017-04-09,5024,1804,117
2017-04-10,7638,1346,116
2017-04-11,7373,1601,152
2017-04-12,6976,1333,126
2017-04-13,6488,1118,148
2017-04-14,5799,1379,118
2017-04-15,4934,1819,128
2017-04-16,5373,2438,135
2017-04-17,7156,1285,154
2017-04-18,6696,926,144
2017-04-19,7296,837,133
2017-04-20,6976,984,107
2017-04-21,6710,1076,113
2017-04-22,5586,1878,81
2017-04-23,5428,1904,95
2017-04-24,7460,938,109
2017-04-25,6642,634,105
2017-04-26,7349,836,92
2017-04-27,6600,985,108
2017-04-28,7466,1919,85
2017-04-29,6837,3009,134
2017-04-30,5765,2318,117
2017-05-01,7475,1050,72
2017-05-02,7537,1000,76
2017-05-03,7142,932,117
2017-05-04,7192,1010,146
2017-05-05,7924,1007,74
2017-05-06,5616,1822,125
2017-05-07,5489,1749,121
2017-05-08,7957,894,91
2017-05-09,7492,972,112
2017-05-10,7160,960,127
2017-05-11,7274,945,148
2017-05-12,6876,1280,137
2017-05-13,5247,1498,67
2017-05-14,5202,1850,31
2017-05-15,7849,1024,80
2017-05-16,7588,1246,75
2017-05-17,7887,1454,71
2017-05-18,7518,1406,79
2017-05-19,7313,1324,62
2017-05-20,5524,2290,34
2017-05-21,5560,2260,34
2017-05-22,6850,779,42
2017-05-23,7575,1124,63
2017-05-24,7293,1101,76
2017-05-25,6348,838,58
2017-05-26,4866,1245,54
2017-05-27,6674,2912,55
2017-05-28,6140,3076,38
2017-05-29,4569,1753,35
2017-05-30,7457,935,73
2017-05-31,7559,1137,78
2017-06-01,7366,1295,82
2017-06-02,7487,1566,65
2017-06-03,6875,3167,59
2017-06-04,6686,2798,64
2017-06-05,7312,936,79
2017-06-06,6622,831,50
2017-06-07,7037,1166,51
2017-06-08,7274,1266,75
2017-06-09,7246,1662,80
2017-06-10,6784,3071,62
2017-06-11,6389,2751,57
2017-06-12,8193,952,80
2017-06-13,8616,788,90
2017-06-14,7971,951,88
2017-06-15,7586,1185,81
2017-06-16,6981,1233,79
2017-06-17,6160,2368,66
2017-06-18,6706,3182,61
2017-06-19,8362,789,71
2017-06-20,7642,878,77
2017-06-21,7860,1011,86
2017-06-22,7673,1096,94
2017-06-23,6795,1069,85
2017-06-24,6393,2321,59
2017-06-25,6467,2877,47
2017-06-26,8029,1239,82
2017-06-27,7623,1084,69
2017-06-28,7538,1204,90
2017-06-29,7653,1267,86
2017-06-30,6911,1247,78
2017-07-01,5294,2002,69
2017-07-02,5444,2349,52
2017-07-03,6693,1351,68
2017-07-04,5410,2611,47
2017-07-05,7848,1402,117
2017-07-06,7396,896,116
2017-07-07,7260,964,92
2017-07-08,5624,2092,78
2017-07-09,6222,2704,84
2017-07-10,7936,917,129
2017-07-11,6819,772,127
2017-07-12,8174,747,127
2017-07-13,6940,663,92
2017-07-14,6332,865,97
2017-07-15,5988,2386,61
2017-07-16,6008,2601,56
2017-07-17,7844,926,116
2017-07-18,6791,434,87
2017-07-19,8066,912,93
2017-07-20,7717,770,123
2017-07-21,7257,1034,100
2017-07-22,5656,1692,72
2017-07-23,5089,1520,89
2017-07-24,7534,808,72
2017-07-25,7558,1003,91
2017-07-26,7229,1220,102
2017-07-27,7467,1096,117
2017-07-28,6805,1239,89
2017-07-29,6093,2547,54
2017-07-30,6535,3118,77
2017-07-31,7287,961,111
2017-08-01,6978,853,126
2017-08-02,6838,721,113
2017-08-03,6961,942,104
2017-08-04,6670,1153,87
2017-08-05,5658,2108,85
2017-08-06,5755,2723,67
2017-08-07,6833,833,81
2017-08-08,6567,511,91
2017-08-09,7813,1272,105
2017-08-10,7158,1062,95
2017-08-11,6710,1292,106
2017-08-12,5469,2171,71
2017-08-13,5632,2731,61
2017-08-14,7539,917,108
2017-08-15,6657,727,104
2017-08-16,6939,881,112
2017-08-17,7233,1033,136
2017-08-18,6572,885,83
2017-08-19,5485,2197,78
2017-08-20,5666,2497,69
2017-08-21,7035,943,86
2017-08-22,6787,668,96
2017-08-23,6903,855,97
2017-08-24,6741,1001,93
2017-08-25,6404,1411,98
2017-08-26,5840,2809,57
2017-08-27,5816,2847,63
2017-08-28,6916,1094,102
2017-08-29,6155,748,70
2017-08-30,7102,994,102
2017-08-31,6931,1096,90
2017-09-01,6556,1491,66
2017-09-02,4938,2055,46
2017-09-03,5186,2484,32
2017-09-04,5920,2787,42
2017-09-05,7702,961,81
2017-09-06,6880,709,84
2017-09-07,7658,997,90
2017-09-08,7793,1538,87
2017-09-09,6461,2860,61
2017-09-10,5831,2491,63
2017-09-11,7823,1084,103
2017-09-12,7748,1041,119
2017-09-13,7287,965,113
2017-09-14,7522,859,115
2017-09-15,7743,1216,123
2017-09-16,6415,2535,100
2017-09-17,5913,2316,75
2017-09-18,7803,861,114
2017-09-19,7434,736,107
2017-09-20,7296,923,120
2017-09-21,6965,1049,114
2017-09-22,7206,1513,113
2017-09-23,6231,2710,77
2017-09-24,5676,2315,78
2017-09-25,7862,867,105
2017-09-26,8039,842,132
2017-09-27,7755,801,118
2017-09-28,7512,886,131
2017-09-29,7568,1440,107
2017-09-30,5647,2214,64
2017-10-01,5755,2266,74
2017-10-02,7836,1049,108
2017-10-03,7677,994,108
2017-10-04,7942,1071,151
2017-10-05,6746,865,123
2017-10-06,6981,1294,108
2017-10-07,5799,2199,88
2017-10-08,4950,1918,70
2017-10-09,5034,749,101
2017-10-10,7898,888,93
2017-10-11,7639,835,98
2017-10-12,6887,945,82
2017-10-13,7158,1379,112
2017-10-14,5989,2378,85
2017-10-15,5626,2187,85
2017-10-16,7508,835,112
2017-10-17,8324,847,86
2017-10-18,7349,924,96
2017-10-19,7460,1053,109
2017-10-20,7384,1441,103
2017-10-21,6136,2470,105
2017-10-22,5526,2271,88
2017-10-23,7874,994,113
2017-10-24,7658,805,102
2017-10-25,7253,939,113
2017-10-26,7627,801,93
2017-10-27,7847,1273,93
2017-10-28,6627,2566,91
2017-10-29,5949,2072,53
2017-10-30,9316,677,92
2017-10-31,8933,941,81
2017-11-01,8705,906,101
2017-11-02,7871,1021,108
2017-11-03,7536,1176,89
2017-11-04,6580,1829,80
2017-11-05,5466,1656,68
2017-11-06,7687,854,86
2017-11-07,8070,793,61
2017-11-08,8739,733,65
2017-11-09,8664,810,79
2017-11-10,8234,819,59
2017-11-11,7747,1410,33
2017-11-12,6239,1337,60
2017-11-13,8163,772,62
2017-11-14,8677,815,81
2017-11-15,8033,716,68
2017-11-16,7876,762,48
2017-11-17,7962,840,80
2017-11-18,5853,1368,60
2017-11-19,5560,1359,32
2017-11-20,8106,676,62
2017-11-21,7280,682,87
2017-11-22,6143,729,46
2017-11-23,4205,1126,12
2017-11-24,5470,968,59
2017-11-25,4947,1161,55
2017-11-26,5266,1309,28
2017-11-27,7706,628,60
2017-11-28,7880,779,70
2017-11-29,7517,711,63
2017-11-30,7823,749,78
2017-12-01,7247,962,49
2017-12-02,5816,1579,49
2017-12-03,5221,1425,79
2017-12-04,7628,777,72
2017-12-05,7459,728,83
2017-12-06,7624,674,60
2017-12-07,8006,770,44
2017-12-08,7733,921,34
2017-12-09,5495,1257,28
2017-12-10,5142,1164,42
2017-12-11,7573,750,69
2017-12-12,7664,658,68
2017-12-13,9080,644,46
2017-12-14,8023,725,36
2017-12-15,8015,772,55
2017-12-16,6532,1283,22
2017-12-17,5630,1400,19
2017-12-18,7606,727,55
2017-12-19,7413,775,67
2017-12-20,6901,710,38
2017-12-21,7069,794,30
2017-12-22,6106,842,58
2017-12-23,4370,1030,41
2017-12-24,4051,1187,27
2017-12-25,4183,1253,10
2017-12-26,8212,589,37
2017-12-27,8565,675,87
2017-12-28,11051,657,76
2017-12-29,9984,758,58
2017-12-30,6867,955,28
2017-12-31,6221,998,41
2018-01-01,9328,1389,24
2018-01-02,11569,586,47
2018-01-03,9614,544,61
2018-01-04,7918,519,81
2018-01-05,11279,677,234
2018-01-06,10713,961,218
2018-01-07,9620,990,139
2018-01-08,11128,646,80
2018-01-09,9595,614,31
2018-01-10,8455,618,66
2018-01-11,7920,738,62
2018-01-12,8019,816,69
2018-01-13,6467,1192,33
2018-01-14,6566,1242,40
2018-01-15,7560,799,39
2018-01-16,8848,680,28
2018-01-17,8155,736,33
2018-01-18,8416,662,62
2018-01-19,7980,949,35
2018-01-20,5860,1448,27
2018-01-21,5496,1456,37
2018-01-22,8267,784,71
2018-01-23,7767,658,51
2018-01-24,7749,642,33
2018-01-25,8072,737,29
2018-01-26,7617,891,37
2018-01-27,5832,1524,41
2018-01-28,5191,1416,30
2018-01-29,7864,797,35
2018-01-30,7567,725,32
2018-01-31,7845,699,29
2018-02-01,7663,695,36
2018-02-02,7685,805,31
2018-02-03,6231,1209,22
2018-02-04,5107,1131,17
2018-02-05,7496,698,32
2018-02-06,7973,712,34
2018-02-07,7378,603,34
2018-02-08,7832,690,52
2018-02-09,7202,831,36
2018-02-10,6234,1400,35
2018-02-11,5305,1233,40
2018-02-12,7718,672,26
2018-02-13,7843,731,37
2018-02-14,6931,771,54
2018-02-15,7201,763,55
2018-02-16,6671,834,25
2018-02-17,5353,1275,12
2018-02-18,4663,1284,18
2018-02-19,5498,949,44
2018-02-20,7976,1090,61
2018-02-21,7460,1095,56
2018-02-22,7026,838,41
2018-02-23,6957,918,26
2018-02-24,5682,1503,19
2018-02-25,5432,1436,18
2018-02-26,7977,763,33
2018-02-27,7803,845,31
2018-02-28,7938,977,55
2018-03-01,7388,881,40
2018-03-02,8933,713,24
2018-03-03,7272,1202,25
2018-03-04,6162,1272,22
2018-03-05,8632,716,39
2018-03-06,7764,709,29
2018-03-07,7476,571,36
2018-03-08,8071,651,29
2018-03-09,7562,858,30
2018-03-10,5668,1447,23
2018-03-11,5310,1366,14
2018-03-12,8178,743,30
2018-03-13,7310,774,37
2018-03-14,8231,645,27
2018-03-15,7942,692,18
2018-03-16,7823,872,34
2018-03-17,5943,1388,20
2018-03-18,5703,1444,20
2018-03-19,8257,845,21
2018-03-20,7748,760,43
2018-03-21,6145,761,36
